prompt,response
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1800
* **Title:** Symptoms of Sanctity
* **Artist Role:** Artist|Publisher
* **Object Name:** Print
* **Object End Date:** 1800
* **Department:** Drawings and Prints
* **Artist Begin Date:** 1757      |1761      
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:** British, London 1757–1827 London|London
* **Dimensions:** Sheet (trimmed): 12 5/16 × 10 1/2 in. (31.3 × 26.6 cm)
* **Classification:** Prints
* **Object Date:** February 28, 1800
* **Artist End Date:** 1827      |1999      
* **Medium:** Etching
* **Artist Nationality:** British|British
* **Tags:** Men|Women
* **Artist Display Name:** Thomas Rowlandson|S. W. Fores

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","""Welcome! Let's take a look at this print, titled 'Symptoms of Sanctity'. It's an etching created and published around February 28th, 1800.

The artist is Thomas Rowlandson, a British artist born in London in 1757 and who died in 1827. He is working here with S.W. Fores, who acted as the publisher. Rowlandson was known for his satirical and often humorous depictions of British society.

Given the title, 'Symptoms of Sanctity,' and the tags 'Men' and 'Women,' we can infer that the artwork likely explores themes of religious piety, perhaps even poking fun at its outward displays or perceived inconsistencies. Remember, this was a period of significant social and religious upheaval in Europe. It could be satirizing hypocrisy, the perceived excesses of religious fervor, or simply the mannerisms associated with piety.

Technically, this is an etching, a type of print"
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1755
* **Title:** Chinoiserie with a woman playing a gong, from Suite de Figures Chinoises. . .Tiré du Cabinet de Mr. d'Azaincourt (Series of Chinoiserie Figures. . .From the Chambers of Mr. d'Azaincourt), plate 6
* **Artist Role:** Publisher|Artist|Artist
* **Object Name:** Print; Ornament & Architecture
* **Object End Date:** 1776
* **Department:** Drawings and Prints
* **Artist Begin Date:** 1722      |1703      |1735      
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:** French, Liège 1722–1776 Paris|French, Paris 1703–1770 Paris|French, Rouen 1735–1813 Paris
* **Dimensions:** Plate: 8 7/8 × 6 7/8 in. (22.5 × 17.4 cm)
Sheet: 13 11/16 × 10 1/4 in. (34.8 × 26 cm)
* **Classification:** Prints|Ornament & Architecture
* **Object Date:** 1755–76
* **Artist End Date:** 1776      |1770      |1813      
* **Medium:** Etching and engraving
* **Artist Nationality:** French|French|French
* **Tags:** Musical Instruments|Women|Chinoiserie
* **Artist Display Name:** Gilles Demarteau|François Boucher|Jean Pierre Louis Laurent Hoüel

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","Good morning! Welcome to this print from the Metropolitan Museum of Art's collection. This piece, titled ""Chinoiserie with a woman playing a gong, from Suite de Figures Chinoises..."" is a fascinating example of the Chinoiserie style that was popular in Europe during the 18th century.

Let's break it down a bit. The print was produced between 1755 and 1776, a period of intense fascination with East Asian cultures in Europe. It’s a collaborative work: François Boucher, born in Paris in 1703 and died in 1770, created the original design. Then, Gilles Demarteau, born in Liège in 1722 and died in Paris in 1776, and Jean Pierre Louis Laurent Hoüel, born in Rouen in 1735 and died in Paris in 1813, translated Boucher's design into"
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1491
* **Title:** The Turkish Family
* **Artist Role:** Artist
* **Object Name:** Print
* **Object End Date:** 1501
* **Department:** Drawings and Prints
* **Artist Begin Date:** 1471      
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:** German, Nuremberg 1471–1528 Nuremberg
* **Dimensions:** sheet: 4 x 2 7/8 in. (10.2 x 7.3 cm). Trimmed to platemark.
* **Classification:** Prints
* **Object Date:** ca. 1496
* **Artist End Date:** 1528      
* **Medium:** Engraving
* **Artist Nationality:** German
* **Tags:** Bow and Arrow|Infants|Men|Women|Family
* **Artist Display Name:** Albrecht Dürer

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","Alright, let's take a look at this intriguing print. This is ""The Turkish Family"" by Albrecht Dürer, a renowned German artist from Nuremberg. He lived from 1471 to 1528, placing him squarely in the Northern Renaissance.

This print, created around 1496, falls between 1491 and 1501. As you can see from the title and the tags, it depicts a family, specifically labeled as ""Turkish."" You’ll notice the man carries a bow and arrow. During this period, depictions of other cultures, particularly those from the Ottoman Empire, were becoming more common in European art, reflecting a growing awareness of the world beyond their borders. Dürer, like many artists of his time, was fascinated by different cultures and sought to represent them in his work.

The piece itself is an engraving, a type of printmaking. Dürer was a master of this technique."
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1571
* **Title:** Le Imagini de i Dei de gli Antichi
* **Artist Role:** Author|Etcher|Publisher|Designer
* **Object Name:** Book
* **Object End Date:** 1571
* **Department:** Drawings and Prints
* **Artist Begin Date:** 1500      |1555      |          |1515      
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:** Italian, born ca. 1500|Italian, active Venice, 1555–76| |Italian, Castelnuovo di Garfagnana ca. 1520–ca. 1575 Venice
* **Dimensions:** Overall: 8 11/16 x 6 5/16 in. (22 x 16 cm)
* **Classification:** Books
* **Object Date:** 1571
* **Artist End Date:** 1500      |1576      |          |1580      
* **Medium:** Etchings
* **Artist Nationality:** Italian|Italian|Italian|Italian
* **Tags:** Female Nudes|Putti|Seahorses
* **Artist Display Name:** Vincenzo Cartari|Bolognino Zaltieri|Vincenzo Valgrisi|Giuseppe Salviati (Giuseppe Porta, called Il Salviati)

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","""Welcome! Let's take a look at this fascinating book, *Le Imagini de i Dei de gli Antichi,* which translates to ""The Images of the Gods of the Ancients."" It was created in 1571, right in the heart of the Italian Renaissance.

Now, this wasn't the work of just one artist, but a collaborative effort. We have Vincenzo Cartari, the author, alongside Bolognino Zaltieri as the etcher and Vincenzo Valgrisi as the publisher. Giuseppe Salviati (Giuseppe Porta, called Il Salviati) was the designer. All four were Italian artists. Salviati's dates place him around 1520 to 1580, with Zaltieri active in Venice from 1555 to 1576, giving us a sense of the artistic community in which this book was produced. Cartari's date of birth is around 15"
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1869
* **Title:** Poor old chap!, from 'News of the day,' published in Le Charivari, January 26, 1869
* **Artist Role:** Publisher|Printer|Artist
* **Object Name:** Print
* **Object End Date:** 1869
* **Department:** Drawings and Prints
* **Artist Begin Date:** 1856      |1800      |1808      
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:**  |Paris|French, Marseilles 1808–1879 Valmondois
* **Dimensions:** Image: 9 7/16 × 8 1/8 in. (24 × 20.6 cm)
Sheet: 11 1/2 × 9 3/16 in. (29.2 × 23.3 cm)
* **Classification:** Prints
* **Object Date:** January 26, 1869
* **Artist End Date:** 1870      |1900      |1879      
* **Medium:** Lithograph on newsprint; third state of three (Delteil)
* **Artist Nationality:** French|French|French
* **Tags:** Men|Women
* **Artist Display Name:** Arnaud de Vresse|Destouches|Honoré Daumier

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","""Welcome! Let's take a look at this print titled 'Poor old chap!' from 'News of the day,' published in Le Charivari. This is a lithograph created on January 26, 1869.

The artist most associated with this work is Honoré Daumier, although the information suggests potential collaboration or roles played by Arnaud de Vresse and Destouches as well – perhaps in publishing or printing. Daumier was a prominent French artist, born in Marseilles in 1808 and passing away in 1879. He was active in Paris during a period of significant social and political change in France.

The title and the tags 'Men' and 'Women' suggest the print likely depicts a scene from everyday life, offering a commentary on society. Given Daumier's reputation, it's highly likely the work contains a satirical or critical element related to the 'poor old chap' in question. '"
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1686
* **Title:** Design for a monument; verso: Architectural sketches
* **Artist Role:** Artist|Former Attribution|Former Attribution
* **Object Name:** Drawing
* **Object End Date:** 1724
* **Department:** Drawings and Prints
* **Artist Begin Date:** 1648      |1600      |1667      
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:** Flemish, Antwerp 1648–1691 Antwerp| |Flemish, 1667–1737
* **Dimensions:** sheet: 6 7/16 x 6 7/16 in. (16.4 x 16.3 cm)
* **Classification:** Drawings
* **Object Date:** late 17th–early 18th century
* **Artist End Date:** 1691      |1700      |1737      
* **Medium:** Pen and brown ink, brown wash, over black chalk or graphite; verso: black chalk or graphite, locally strengthened with pen and brown ink
* **Artist Nationality:** Flemish|Flemish|Flemish
* **Tags:** Animals|Birds
* **Artist Display Name:** Pieter Verbruggen the Younger|Anonymous, Flemish, 17th century|Michiel van der Voort

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","""Welcome! This drawing, titled ""Design for a monument; verso: Architectural sketches,"" offers a glimpse into the artistic world of the late 17th and early 18th centuries. We believe it’s a work attributed to a few artists, primarily Pieter Verbruggen the Younger, a Flemish artist from Antwerp who lived from 1648 to 1691, as well as possibly Michiel van der Voort (1667-1737). There’s also been an anonymous attribution to a Flemish artist of the 17th century.

As the title suggests, the drawing is a design for a monument, and you can see, through the tags, elements like animals and birds incorporated into the design. This kind of preparatory drawing was common for sculptors and architects of the period, allowing them to explore different ideas before committing to a final design.

The artwork itself is a drawing executed using pen and brown ink, brown"
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1887
* **Title:** Puzzle Card Number 13, The Domino Trick Puzzle, from the Jokes series (N118) issued by Duke Sons & Co. to promote Honest Long Cut Tobacco
* **Artist Role:** Publisher|Lithographer
* **Object Name:** Print
* **Object End Date:** 1891
* **Department:** Drawings and Prints
* **Artist Begin Date:** 1870      |1800      
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:** New York and Durham, N.C.|Boston, Massachusetts
* **Dimensions:** Sheet: 4 1/4 × 2 1/2 in. (10.8 × 6.3 cm)
* **Classification:** Prints|Ephemera
* **Object Date:** ca. 1890
* **Artist End Date:** 1920      |1900      
* **Medium:** Commercial color lithograph
* **Artist Nationality:** American|American
* **Tags:** Games
* **Artist Display Name:** W. Duke, Sons & Co.|Armstrong & Co.

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","""Welcome! Let me draw your attention to this intriguing piece. It's titled ""Puzzle Card Number 13, The Domino Trick Puzzle,"" part of the ""Jokes"" series. These cards, classified as both prints and ephemera, were a type of advertising—in this case, issued by W. Duke, Sons & Co. around 1890 to promote their Honest Long Cut Tobacco.

Duke Sons & Co. operated out of New York and Durham, N.C., indicating their significance in the American tobacco industry during that period. The actual lithography was done by Armstrong & Co. from Boston, Massachusetts, these American publishers were both active in the late 19th century.

The card itself is a commercial color lithograph, a common printing technique at the time, which allowed for mass production and vibrant colors. As you can see, it's quite small, only about 4 1/4 by 2 1/2"
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1875
* **Title:** A woman holding a pan and ladle with other women and cooking supplies in the background
* **Artist Role:** Artist|Printer
* **Object Name:** Print
* **Object End Date:** 1885
* **Department:** Drawings and Prints
* **Artist Begin Date:** 1851      |1895      
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:** Mexican, 1851–1913|Mexican, active ca. 1900–1910
* **Dimensions:** Sheet: 7 1/16 × 5 1/8 in. (18 × 13 cm)
Image: 6 3/16 × 4 1/8 in. (15.7 × 10.5 cm)
* **Classification:** Prints
* **Object Date:** ca. 1880–1910
* **Artist End Date:** 1913      |1910      
* **Medium:** Zincograph
* **Artist Nationality:** Mexican|Mexican
* **Tags:** Women
* **Artist Display Name:** José Guadalupe Posada|José Sanchez

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","""Welcome! Let's take a look at this fascinating print. It's titled ""A woman holding a pan and ladle with other women and cooking supplies in the background.""

This zincograph, which falls under the classification of Prints, was created sometime between 1880 and 1910. It is currently housed at the Metropolitan Museum of Art in New York City. As you can see, the image itself is approximately 6 3/16 by 4 1/8 inches, while the sheet it is printed on measures roughly 7 1/16 by 5 1/8 inches - a relatively small piece.

The artwork is attributed to José Guadalupe Posada and potentially José Sanchez, both Mexican artists. Posada lived from 1851 to 1913 and is well-known for his prints, particularly his *calaveras* (skeletons). Sanchez was active a bit later, around "
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1885
* **Title:** From the Actors and Actresses series (N45, Type 4) for Virginia Brights Cigarettes
* **Artist Role:** Publisher
* **Object Name:** Photograph
* **Object End Date:** 1891
* **Department:** Drawings and Prints
* **Artist Begin Date:**           
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:** American, Richmond, Virginia
* **Dimensions:** Sheet: 2 3/4 x 1 3/8 in. (7 x 3.5 cm)
* **Classification:** Photographs|Ephemera
* **Object Date:** ca. 1888
* **Artist End Date:**           
* **Medium:** Albumen photograph
* **Artist Nationality:** American
* **Tags:** Portraits|Women|Actresses
* **Artist Display Name:** Allen & Ginter

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","Alright, welcome! Let's take a look at this fascinating piece here.

This is a photograph titled ""From the Actors and Actresses series (N45, Type 4) for Virginia Brights Cigarettes."" It's an albumen photograph, which means it was created using a process popular in the 19th century, where the photographic image is printed on paper coated with egg white. You can see by the classification it is a photograph and also considered ephemera, meaning it was originally created for a short-term purpose.

The artist, or rather the publisher, is Allen & Ginter, an American company from Richmond, Virginia. They were active between 1885 and 1891, which is when this particular series of cards was produced. While we don't have specific dates for the individuals involved in Allen & Ginter, their American origins and location in Richmond provide some context. It was a time of burgeoning industry and advertising"
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1618
* **Title:** La Condamnation a Mort (The Condemnation to Death), from La Grande Passion (The Large Passion)
* **Artist Role:** Artist
* **Object Name:** Print
* **Object End Date:** 1630
* **Department:** Drawings and Prints
* **Artist Begin Date:** 1592      
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:** French, Nancy 1592–1635 Nancy
* **Dimensions:** Sheet: 4 1/2 x 8 5/8 in. (11.4 x 21.9 cm)
* **Classification:** Prints
* **Object Date:** ca. 1619–24
* **Artist End Date:** 1635      
* **Medium:** Etching and engraving; first state of two (Lieure)
* **Artist Nationality:** French
* **Tags:** N/A
* **Artist Display Name:** Jacques Callot

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","Good morning! Welcome, I'd like to draw your attention to this compelling print: Jacques Callot's ""La Condamnation a Mort (The Condemnation to Death), from La Grande Passion (The Large Passion).""

Callot was a French artist, born in Nancy in 1592 and active until his death there in 1635. He's known for his masterful printmaking, capturing scenes of both everyday life and significant historical events. This particular piece, created around 1619-1624, comes from his series ""La Grande Passion,"" which depicts key moments from the Passion of Christ. The title, ""The Condemnation to Death,"" suggests a focus on the moment of Jesus' sentencing, a pivotal event in Christian narrative.

The artwork is an etching and engraving, a combination of techniques that allowed Callot to achieve a high level of detail and tonal range. As a print, it belongs to the broader"
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1885
* **Title:** Card 692, Marie Wilcox, from the Actors and Actresses series (N45, Type 2) for Virginia Brights Cigarettes
* **Artist Role:** Publisher
* **Object Name:** Photograph
* **Object End Date:** 1891
* **Department:** Drawings and Prints
* **Artist Begin Date:**           
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:** American, Richmond, Virginia
* **Dimensions:** Sheet: 2 3/4 x 1 3/8 in. (7 x 3.5 cm)
* **Classification:** Photographs|Ephemera
* **Object Date:** ca. 1888
* **Artist End Date:**           
* **Medium:** Albumen photograph
* **Artist Nationality:** American
* **Tags:** Portraits|Women|Actresses
* **Artist Display Name:** Allen & Ginter

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","""Welcome! Let's take a look at this fascinating little piece. It's 'Card 692, Marie Wilcox, from the Actors and Actresses series (N45, Type 2) for Virginia Brights Cigarettes.'

It dates back to around 1888, placing it squarely in the late Victorian era. What's interesting is that it’s from a set of cards produced by Allen & Ginter, an American company based in Richmond, Virginia. They were a publisher, not necessarily photographers, and they created these cards to include in packs of Virginia Brights Cigarettes. So, consider this a very early form of advertising and collectible trading card.

The subject matter is, as the title suggests, actress Marie Wilcox. The tags further confirm it falls under portraits, specifically featuring women. These cards gave the public a glimpse into the lives of popular performers of the day.

Technically, this is an albumen photograph, a very common"
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1888
* **Title:** Marie Borroughs, from World's Beauties, Series 1 (N26) for Allen & Ginter Cigarettes
* **Artist Role:** Publisher
* **Object Name:** Print
* **Object End Date:** 1888
* **Department:** Drawings and Prints
* **Artist Begin Date:**           
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:** American, Richmond, Virginia
* **Dimensions:** Sheet: 2 3/4 x 1 1/2 in. (7 x 3.8 cm)
* **Classification:** Prints|Ephemera
* **Object Date:** 1888
* **Artist End Date:**           
* **Medium:** Commercial color lithograph
* **Artist Nationality:** American
* **Tags:** Women
* **Artist Display Name:** Allen & Ginter

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","""Welcome! Let's take a closer look at this interesting piece. This is a print titled 'Marie Borroughs, from World's Beauties, Series 1 (N26) for Allen & Ginter Cigarettes.' It dates back to 1888.

Allen & Ginter, an American company based in Richmond, Virginia, published this print. While they might not be artists in the traditional sense, they were publishers creating popular imagery. The subject matter falls under the 'World's Beauties' series, which, as the title and the 'Women' tag suggest, featured portraits of prominent women of the time.

This commercial color lithograph gives us a glimpse into the late 19th century. These prints were often included as collectible cards within cigarette packs, showcasing the burgeoning advertising industry and the growing popularity of collecting ephemera.

As you can see, the print itself is quite small, only 2 3/4 x "
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1625
* **Title:** St. Genevieve
* **Artist Role:** Artist|Dedicatee|Artist|Publisher
* **Object Name:** Print
* **Object End Date:** 1716
* **Department:** Drawings and Prints
* **Artist Begin Date:** 1606      |1558      |1614      |1634      
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:** French, Paris 1606–1656 Paris|1558–1645|French, Paris 1614–1686 Paris|French, Paris 1634–1716 Paris
* **Dimensions:** sheet: 14 15/16 x 9 3/8 in. (38 x 23.8 cm)
* **Classification:** Prints
* **Object Date:** n.d.
* **Artist End Date:** 1656      |1645      |1686      |1716      
* **Medium:** Engraving
* **Artist Nationality:** French|French|French|French
* **Tags:** Women|Saints
* **Artist Display Name:** Laurent de La Hyre|François de La Rochefoucauld|Gilles Rousselet|Pierre Mariette le fils

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","""Welcome! Let's take a look at this print titled ""St. Genevieve."" It's a fascinating piece with a collaborative history.

We can see here that the artwork involves multiple individuals with different roles. Laurent de La Hyre, active from 1606 to 1656, is likely the primary artist. However, François de La Rochefoucauld (1558-1645) is listed as a Dedicatee, and Gilles Rousselet (1614-1686) and Pierre Mariette le fils (1634-1716) were involved, probably as publisher or collaborators. All the artists mentioned were French, working primarily in Paris.

Given the object's begin date of 1625 and end date of 1716, we can place this print's creation and active period in the 17th century, a time of religious fervor"
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1888
* **Title:** McGunnigle, Manager, Brooklyn Bridegrooms, from the Old Judge series (N172) for Old Judge Cigarettes
* **Artist Role:** Publisher
* **Object Name:** Baseball card, photograph
* **Object End Date:** 1888
* **Department:** Drawings and Prints
* **Artist Begin Date:** 1850      
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:**  
* **Dimensions:** sheet: 2 11/16 x 1 3/8 in. (6.9 x 3.5 cm)
* **Classification:** Photographs|Ephemera
* **Object Date:** 1888
* **Artist End Date:** 1950      
* **Medium:** Albumen photograph
* **Artist Nationality:**  
* **Tags:** Men|Portraits
* **Artist Display Name:** Goodwin & Company

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","""Welcome! Let's take a look at this fascinating piece. This is a baseball card titled 'McGunnigle, Manager, Brooklyn Bridegrooms' from the Old Judge series (N172), created in 1888 by Goodwin & Company.

Goodwin & Company, as publishers, were active between 1850 and 1950. While their individual backgrounds remain somewhat unknown, they played a significant role in popular culture by commissioning and distributing these cards.

The subject matter, as you can see from the title and the ""Men"" and ""Portraits"" tags, is clearly about a man named McGunnigle, who was the manager of the Brooklyn Bridegrooms – a baseball team we now know as the Los Angeles Dodgers! So, we're getting a glimpse into early baseball history here.

Dating from 1888, this photograph offers a snapshot into late 19th-century America and the rise"
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1780
* **Title:** Banditti Taking His Post
* **Artist Role:** Artist
* **Object Name:** Print
* **Object End Date:** 1800
* **Department:** Drawings and Prints
* **Artist Begin Date:** 1740      
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:** British, Eastbourne 1740–1779 London
* **Dimensions:** Sheet: 7 3/16 x 4 5/8 in. (18.2 x 11.8 cm)
* **Classification:** Prints
* **Object Date:** late 18th century
* **Artist End Date:** 1779      
* **Medium:** Etching
* **Artist Nationality:** British
* **Tags:** Spears|Men
* **Artist Display Name:** John Hamilton Mortimer

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","""Welcome! Let's take a look at this fascinating print titled 'Banditti Taking His Post.' It dates to the late 18th century, specifically between 1780 and 1800.

The artist, John Hamilton Mortimer, was a British artist born in Eastbourne in 1740 and sadly died quite young in London in 1779. Despite his short life, he was a prolific artist, and this print gives us a glimpse into his interests.

The title and the presence of the 'Spears' and 'Men' tags suggest that the subject matter is a banditti, or bandit, taking up his position, likely in a rural or perhaps even a theatrical setting, given the era. The late 18th century was a time of significant social and political upheaval, and images of bandits, romanticized or not, were quite popular.

This print is an etching, a printmaking technique where acid is used"
"
You are a helpful tour guide in an art gallery. 
Please provide an explanation and insights for the following artwork to the visitor, using the details provided:

**Artwork Details:**
* **Object Begin Date:** 1777
* **Title:** West Wickham Court in the County of Kent, from Edward Hasted's, The History and Topographical Survey of the County of Kent, vols. 1-3
* **Artist Role:** Artist
* **Object Name:** Print
* **Object End Date:** 1790
* **Department:** Drawings and Prints
* **Artist Begin Date:** 1700      
* **Repository:** Metropolitan Museum of Art, New York, NY
* **Artist Display Bio:**  
* **Dimensions:** Book: 17 5/16 × 11 × 13/16 in. (44 × 28 × 2 cm)
Sheet: 16 15/16 × 10 5/8 in. (43 × 27 cm)
Plate: 10 1/16 × 14 in. (25.5 × 35.5 cm)
* **Classification:** Books
* **Object Date:** 1777–90
* **Artist End Date:** 1800      
* **Medium:** Etching and engraving
* **Artist Nationality:** British
* **Tags:** Buildings|Coat of Arms
* **Artist Display Name:** Anonymous, British, 18th century

**Instructions:**
Based on these details, please generate a concise explanation. Focus on:
1.  The artist's background and context (using bio, nationality, dates).
2.  The artwork's subject matter (using title and tags).
3.  The historical period and significance (using object dates).
4.  The materials and techniques used (using medium and classification).
5.  Mention its size (dimensions) and where it is located (repository).
","Good morning! Welcome to this corner of the gallery. Let's take a look at this print titled ""West Wickham Court in the County of Kent.""

This print dates back to between 1777 and 1790. It's an etching and engraving, a printmaking technique popular in the 18th century. As indicated by the medium, it was originally part of a book, specifically volumes 1-3 of Edward Hasted's, ""The History and Topographical Survey of the County of Kent."" It's classified under Books, and we can see from the tags that it depicts a building and a coat of arms, suggesting it likely showcases the prominent West Wickham Court.

The artist is currently listed as Anonymous, British, of the 18th century. They were active sometime between 1700 and 1800. The print offers a glimpse into 18th-century British life and architecture"
